filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
pop.000027.wav,30000.0,0.2694699,0.08685498,0.15495527,0.0046236184,1483.0080527819757,416521.14495876734,1471.4549007866165,470473.3315928368,2872.4659639246324,2401011.3124605836,0.07962347922310371,0.0012549318523958828,2.324793e-05,0.022567106,-1.4316663e-05,0.0019119834,103.359375,-164.3337,9763.19,148.26093,2498.869,-40.400627,1053.481,3.9381297,324.876,-10.9342165,251.84598,-17.515568,277.20874,-22.049438,120.69657,-10.177863,87.47756,-19.057018,149.34721,-3.487736,304.69104,-23.902012,96.23885,-5.734511,101.50759,-16.114553,90.33499,-12.458752,55.80563,-12.29709,66.4384,-11.418959,92.47408,-8.219863,99.556335,-4.5842576,78.06444,-9.226514,119.127815,3.2414827,108.48914,pop
pop.000019.wav,30000.0,0.37987888,0.09349616,0.17181547,0.027806627,2342.391387749614,1736365.4023188914,2436.2355809854794,703170.5316300897,5019.511314368469,8769316.967834411,0.10028586372871517,0.0061905697858074555,-1.5565478e-05,0.035220124,-1.4582155e-05,0.011000981,123.046875,-156.72618,22355.559,89.39221,1288.7749,23.641481,816.5051,11.471563,426.0157,-0.39196116,215.31424,10.002797,296.3249,1.6729388,244.54257,4.8324037,258.9495,-6.184203,154.06981,5.716544,169.2999,-5.581128,104.73989,2.8854365,114.21007,-9.040796,111.97305,1.1219653,134.1671,-8.692611,104.32042,1.076073,88.08835,-3.9904158,59.961266,2.995963,72.73829,-1.0315317,79.32458,10.342937,104.129776,pop
pop.000030.wav,30000.0,0.26046142,0.09334822,0.17886533,0.01319564,2082.66894960338,1811674.2250692712,1934.2682860818798,1153553.7747303622,4322.815527192579,8165461.565718496,0.09543215158184984,0.005629029269981904,4.2430515e-06,0.02182983,1.7533746e-06,0.012921581,172.265625,-146.03996,12617.0,104.64639,3944.91,2.051058,474.09308,-5.5751605,854.8451,-9.504674,254.04303,-1.9882835,250.89278,-11.11819,167.54851,-3.5157852,223.41777,-19.32625,142.55977,-1.9471177,202.76064,-9.701946,105.13796,-5.211858,91.52582,-8.318372,71.00922,-0.44370952,93.47418,-5.815618,68.32155,-1.2908432,103.94343,-3.338388,82.948044,4.7455134,99.22954,-8.826657,95.270836,0.8520538,82.17884,pop
pop.000031.wav,30000.0,0.3159867,0.09125954,0.078807585,0.002546916,2071.5942820697587,538480.5937104045,1948.1569037388645,418278.83802445716,4024.6423302051085,2721087.0873733712,0.09934180292182662,0.0021653013009345573,-1.1653557e-06,0.0049780114,1.4596655e-05,0.0019523138,129.19921875,-207.02634,14523.981,88.44055,829.1967,-45.98662,2391.3325,1.7309525,1058.5251,-13.445902,293.3415,0.64869297,458.1241,-9.772531,189.95665,8.657749,153.5948,-3.779874,95.89244,7.3492813,72.366936,-4.712719,90.67351,1.5962162,131.75644,0.8985943,80.319084,3.16176,63.63777,2.2643385,78.17636,6.1459727,84.67766,-6.854811,71.33158,4.9281545,58.0291,-4.993416,88.362206,-1.9420518,151.51749,pop
pop.000003.wav,30000.0,0.3073743,0.09935412,0.0836863,0.0016728749,2699.0967473619517,1283889.9462054407,2749.010359689344,195111.64084802536,5821.106467232246,4061304.123203468,0.1128893400493421,0.009490583827077168,-2.7161898e-06,0.005926975,-4.6554156e-05,0.0012602139,184.5703125,-187.34392,7070.57,75.217575,1131.9803,6.616145,499.42792,14.117444,370.5769,5.295276,203.48225,10.207521,190.90955,0.51076734,139.228,2.2894337,177.55075,-3.7078943,113.67105,1.5525304,95.79646,-14.528989,85.87827,3.577481,82.54412,-7.856303,63.19283,-1.1774467,56.147434,-10.546105,71.4366,2.0540986,105.105774,-10.12733,108.19488,1.6938726,133.58282,-12.039592,133.64278,-2.6801324,105.66603,pop
pop.000021.wav,30000.0,0.29718974,0.09122857,0.1957115,0.013210189,1956.4817331114625,1037810.0455607583,2030.3736502088314,605139.5896128765,4106.991832248936,4554617.495591264,0.09090572392608359,0.005017933178887696,-2.790454e-06,0.029341063,-2.5956688e-05,0.011025855,92.28515625,-118.25173,15669.681,108.37828,1916.5016,-5.0983644,521.2951,-1.4622965,583.40845,-9.299105,237.59196,11.164246,178.78209,-11.776905,166.24896,1.8149176,340.37292,-12.372318,141.58891,3.1433868,136.4864,-9.715541,119.028175,-2.939209,153.93213,-13.340427,93.17456,-2.296326,141.10027,-10.7295265,88.89343,-2.5953438,188.46548,-7.67899,142.51385,1.7825457,195.73923,-4.835228,81.59898,4.890114,107.03377,pop
pop.000002.wav,30000.0,0.31052202,0.09549661,0.1554687,0.007038313,1009.0709946643696,447780.3273605112,1666.528868541851,249598.6848374221,1890.8718994896478,2344657.1028839233,0.030293467613196595,0.0011866965208724174,-2.5683062e-06,0.025820563,1.1789153e-05,0.0013826906,92.28515625,-234.78406,6193.6655,123.94471,691.98627,21.889654,261.68814,48.916985,398.4751,19.773193,243.88773,18.698923,133.9746,6.259,129.8002,6.288516,132.40866,-0.7210649,65.061386,2.0457644,90.68882,-8.15562,76.561104,-3.1043339,42.23818,-9.465584,70.07368,-4.4590387,79.986084,-8.44168,43.09718,-8.037683,45.98475,-8.3023205,64.44742,-7.0960145,47.043137,-10.341812,59.239902,-5.494599,70.15536,pop
pop.000016.wav,30000.0,0.40792447,0.08848808,0.02783455,0.00022841072,1176.999490599437,559387.7103911517,1471.1053677509246,325636.17995144386,2237.419803961881,2584961.4175338414,0.053672766906927245,0.0029999927663377124,-1.3432515e-06,0.0005915559,-1.4387806e-06,0.00013059285,107.666015625,-356.59412,14931.762,172.01573,2298.914,-12.076368,266.48486,17.36791,722.61694,-0.434569,73.48553,5.469406,111.497,-2.0733144,68.19889,9.169665,45.06427,-6.121581,87.787575,2.9558804,61.562317,-5.7584276,50.894985,2.7360866,31.114025,1.660515,37.277237,2.7201648,21.439486,-0.43822104,37.542202,2.6477737,35.23536,-1.8504554,32.46689,-0.44934937,23.66152,-5.362649,29.14648,-2.828081,29.98518,pop
pop.000026.wav,30000.0,0.29438573,0.09831355,0.13876112,0.002553355,1378.074059040041,1225813.6088046774,1567.7275435491313,891262.4851297465,2754.825008616728,4980631.20119083,0.0546931688999613,0.003948919327608091,2.580213e-06,0.0152326785,-1.2811861e-06,0.0031784836,161.4990234375,-197.07721,9277.442,158.31209,3259.9875,-8.108686,1560.9021,17.405848,284.5454,14.941445,310.7532,1.5747554,226.72366,3.1273844,118.199936,-5.1170135,158.00545,-1.241419,146.17105,-2.7474952,102.728836,-8.283124,70.091896,-6.038011,81.90555,-6.88061,60.00768,-5.112721,68.215065,-11.5670595,49.76673,-6.713516,61.051327,-6.171777,94.4386,1.2876735,62.390747,-5.837021,104.30002,-2.1750057,64.33703,pop
pop.000005.wav,30000.0,0.30898976,0.09435208,0.21289228,0.013250041,1598.126972643442,710464.4879628116,1996.909290890056,372257.9604199682,3305.938342776461,3903458.135488759,0.0652875870743034,0.0021063714159995396,3.520556e-05,0.026482232,0.00017628213,0.019574141,99.38401442307692,-155.01938,11164.319,109.07539,1679.5596,12.245087,799.5463,24.256289,543.7427,8.351882,383.27527,20.875645,305.75345,-6.1103377,314.66977,6.3370204,171.48273,-8.951768,160.6104,6.783986,131.23178,-11.883761,146.45944,0.60979563,120.17421,-8.312976,115.95891,-1.3851529,96.747475,-8.3833685,102.8106,-2.7541544,96.60148,-11.858474,113.29518,3.295011,122.778275,-8.282381,117.76579,-1.4742657,173.47322,pop
pop.000015.wav,30000.0,0.3529408,0.08951148,0.22628468,0.0069661504,1162.8334727145566,606364.2974895126,1362.152254562408,620589.682786189,2359.5690653420083,3025181.2722303867,0.0484959274622678,0.001041139423413571,9.567629e-06,0.03720605,-3.1866919e-06,0.009930359,151.99908088235293,-145.26628,8910.989,170.90685,2812.1257,-1.9264724,867.13855,13.755919,728.7609,8.826626,388.39285,5.935473,272.17554,0.5011353,214.28146,2.2073374,157.23885,0.19611314,161.65434,5.00436,112.49874,-1.3241123,90.785706,4.3026357,82.245026,-1.1637853,69.88413,2.919539,90.1316,-0.6892033,73.086334,1.2465478,60.053085,-3.1025991,47.50903,1.876192,48.290485,-3.8465931,77.83683,-1.8137933,64.22481,pop
pop.000032.wav,30000.0,0.26042384,0.08823594,0.14511444,0.0054971734,1655.269558829466,891202.9016318753,1815.6128141825345,532561.4034217782,3209.797257461784,4344129.116187827,0.07372706741002322,0.002253450280244598,6.638179e-07,0.018660318,-9.388876e-06,0.0035966549,78.30255681818181,-165.25897,6981.069,128.50067,2292.133,-14.183509,824.40674,11.143334,583.0008,-0.5660866,264.43127,-9.13264,203.57977,-9.530738,156.85689,-0.54913425,140.21553,-16.710917,138.43541,-2.7891905,143.42949,-15.062472,126.31502,-7.5829835,99.85307,-15.203055,78.62104,-7.3038816,111.308174,-13.743123,80.547844,-1.7779503,82.99092,-10.328808,77.67045,-1.6821177,94.63216,-6.4933515,69.35325,-4.2015853,77.81995,pop
pop.000010.wav,30000.0,0.33912727,0.0999797,0.23305859,0.021616464,2453.6719976641193,1514900.6924675119,2415.1707007096156,548874.4891834947,5235.485008405089,6256526.137556039,0.10351486914667182,0.008043985248147891,-1.2018837e-05,0.041286685,0.0001441537,0.022507174,95.703125,-94.80547,10366.241,85.67109,1904.9133,-3.4100482,1139.1322,17.32677,508.38516,2.386722,306.4565,0.7705233,240.23488,-6.93793,200.2402,-2.4367146,170.20143,-12.310727,144.58115,5.41402,120.12279,-5.194275,86.97405,9.366843,89.211914,-4.4102755,178.9714,0.78446704,147.13527,-9.057413,110.941246,1.0140367,79.0397,-7.1378055,64.30304,2.176965,59.316456,-8.133188,77.82439,1.3432689,63.31094,pop
